S/N,Original_Agency,Department,Original_Job_Title,Task_Line,AI_Integration_Probability_Percent,AI_Integration_Skill_Level,AI_Integration_Reasoning,Tool_1,Tool_2,Tool_3,Tool_1_Similarity,Tool_2_Similarity,Tool_3_Similarity,Tool_1_Desc,Tool_2_Desc,Tool_3_Desc,Subtask_1,Subtask_2,Subtask_3,LLM_Confidence_Score
128,Land Transport Authority,Training and Development,"[LTA-TRO] ASSISTANT MANAGER, ENFORCEMENT ENGAGEMENT",Develop fresh and engaging content tailored for various communication channels such as social media and outdoor publicity based on the target audiencesâ€™ demographics.,50,Medium,"AI can generate content tailored to audience demographics and optimize for different channels, but human creativity is needed for originality and engagement.",VICA,AIBots,Pinpoint,0.367484011,0.358406701,0.352543035,An AI-driven platform for creating user-friendly chatbots for citizen services.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,"A secure, AI-powered platform for storing, managing, and sharing images and videos efficiently.",Conduct research to understand the target audience's demographics and preferences.,Create content ideas that align with the audience's interests and the objectives of each communication channel.,Draft and refine content to ensure it is engaging and suitable for the specific communication channels.,0.8
128,Land Transport Authority,Training and Development,"[LTA-TRO] ASSISTANT MANAGER, ENFORCEMENT ENGAGEMENT","As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment.",0,NA,This is not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Knowledge preferably in Science or Engineering,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,"At least 2 years of validated experience in construction safety, preferably in mega or large scale construction projects as a registered Workplace Safety and Health Officer",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Excellent presentation skills,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Good communication and interpersonal skills,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Successful candidate who is not a registered Workplace Safety and Health Officer will be required to attend the WSQ Specialist Diploma Workplace Safety & Health (Level C),0,NA,This is not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Knowledge in data analytics and programming language preferred,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,Those without working experience are welcome to apply,0,NA,This is not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,"As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment.",0,NA,This is not a task,,,,,,,,,,,,,0.9
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,You will provide specialist advice on workplace safety and health issues relating to LTA Construction Projects and play a key role in our drive for a Zero Accident target.,30,Medium,"Providing specialist advice requires human judgment and expertise, but AI can assist by analyzing data and generating insights to support decision-making.",Pair,SENSE,MAESTRO,0.363276278,0.337646428,0.306707443,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Conduct thorough assessments of workplace safety and health risks specific to LTA construction projects.,Develop and recommend strategies or measures to mitigate identified risks and enhance safety standards.,Collaborate with stakeholders to promote awareness and adherence to safety protocols to achieve the Zero Accident target.,0.8
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,"To improve site safety performance, you will undertake to conduct site safety audits/inspections/enforcements, corporate safety training sessions and organise corporate safety health promotional events (e.g. Safety forums, Corporate safety retreats).",40,Medium,"AI can assist in automating parts of audits and inspections using computer vision and data analysis, but human oversight is still required for enforcement and training.",Pair,READ,MAESTRO,0.364260836,0.357087775,0.343616765,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-powered solution that streamlines document handling and verification.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Conduct regular site safety audits and inspections to identify potential hazards and ensure compliance with safety regulations.,Deliver corporate safety training sessions to educate employees on safety protocols and best practices.,Organise corporate safety health promotional events to raise awareness and foster a culture of safety within the organisation.,0.8
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,You'll also participate in the Project Safety Review (similar to the Design for Safety requirements) and contribute articles on workplace safety and health for our in-house publications.,25,Medium,"AI can assist in drafting articles and analyzing safety data for reviews, but human expertise is needed for finalization and contextual understanding.",SENSE,READ,AISAY,0.358394367,0.349855843,0.344977214,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Attend and actively contribute to discussions during the Project Safety Review to ensure compliance with Design for Safety requirements.,Identify key workplace safety and health topics to address in articles for in-house publications.,"Draft and review articles on workplace safety and health, ensuring alignment with organizational standards and guidelines.",0.8
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,"To achieve the Zero Accident target, you will come up with new corporate safety initiatives based on data analytics of past near miss/incident/accidents records.",60,High,"AI can analyze past records and identify patterns to suggest safety initiatives, significantly aiding this task.",SENSE,Analytics.gov,MAESTRO,0.373045545,0.352236583,0.323102344,An AI data assistant that enables non-technical users to analyse datasets easily.,Central data exploitation platform for government agencies.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"Analyze past near miss, incident, and accident records to identify patterns and root causes.",Develop corporate safety initiatives addressing identified risks and gaps.,Propose implementation strategies and monitor effectiveness of the initiatives.,0.8
129,Land Transport Authority,Occupational Safety and Health,[LTA-PSGO] DEPUTY / ASSISTANT SAFETY & HEALTH MANAGER,You'll also conduct research to gather insights on the latest developments in the area of Safety and Health and new construction technologies.,50,Medium,"AI can assist in gathering and summarizing research data, but human expertise is needed to interpret and apply the findings effectively.",SENSE,AISAY,Pair,0.401960521,0.358072446,0.339607294,An AI data assistant that enables non-technical users to analyse datasets easily.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",A suite of AI tools designed to help public officers enhance productivity using LLMs.,"Identify and review relevant publications, industry reports, and guidelines on Safety and Health standards and practices.",Engage with industry stakeholders and attend seminars or conferences to gather insights on new construction technologies.,Analyze and summarize findings to identify trends and implications for policy or operational improvements.,0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL",Knowledge in Electrical and Electronics Engineering / Computer Engineering,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","Strong project management, decision making and leadership skills",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","Team player who is analytical, resourceful, result-oriented and able to work independently",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL",Good written and verbal communication skills,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","Good appreciation of the constraints and interface requirements of civil, electrical and mechanical works",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL",Able to perform occasional night works including weekends and public holidays,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","Those without working experience are welcome to apply, candidates with more years of relevant experience will be considered for senior positions",0,NA,This is not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment",0,NA,This is not a task,,,,,,,,,,,,,0.9
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","You will have the opportunity to work on Supervisory Control System (SCS), Integrated Supervisory Control System (ISCS), Maintenance Management System (MMS) and Access Management System (AMS) for new MRT Lines and extension / enhancement to existing MRT Lines.",40,Medium,"AI can assist in system design and integration tasks, but human oversight is required for complex decision-making and coordination.",Pair,MAESTRO,Video Analytics System,0.390737644,0.342509863,0.338251977,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Video Analytics System (VAS) enables government agencies to swiftly and effectively develop video analytics tools.,"Collaborate with stakeholders to define requirements for SCS, ISCS, MMS, and AMS systems for new MRT lines and extensions.",Develop and implement enhancements to existing MRT line systems to improve functionality and efficiency.,Conduct testing and validation of system integrations to ensure seamless operation across MRT lines.,0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","You will play a lead role in managing contractors to supply, design, manufacture, install, test and commission the Control Systems for Singapore MRT projects.",30,Medium,"AI can support project management through scheduling and monitoring tools, but leadership and decision-making remain human-centric.",Pair,MAESTRO,AISAY,0.39722383,0.354877252,0.340620574,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.","Coordinate with contractors to ensure timely delivery of supply, design, and manufacturing milestones for Control Systems.",Oversee installation processes to ensure compliance with project specifications and safety standards.,Supervise testing and commissioning activities to validate system functionality and performance.,0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","You will be involved in design review, overseas and on-site testing and commissioning and is expected to develop a good understanding of the system design.",25,Medium,"AI can assist in design review and testing through simulation tools, but human expertise is essential for on-site commissioning and understanding system nuances.",Oobee,SENSE,MAESTRO,0.372001344,0.32951981,0.307547922,Automated accessibility testing tool.,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,Participate in design review meetings to evaluate and provide feedback on system design.,Coordinate and conduct overseas and on-site testing and commissioning activities to ensure system functionality.,Study and analyze system design documentation to develop a comprehensive understanding of its components and operations.,0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","You are required to work closely with contractors to manage and monitor the project deliverables as well as in ensuring the safety, quality, and progress of the project works.",35,Medium,"AI can help monitor project deliverables and progress through analytics, but human involvement is critical for safety and quality assurance.",MAESTRO,SENSE,Pair,0.369823559,0.369797584,0.359898941,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Coordinate with contractors to review and align on project deliverables and timelines.,Conduct regular site inspections to ensure compliance with safety and quality standards.,Monitor project progress and address any issues or delays with contractors promptly.,0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL",You will assist the Project Manager in reviewing and managing project risks and cashflows as well as issuance of instructions and assessment of variations / payments / claims.,50,Medium,"AI can support risk analysis and cashflow management through predictive analytics, but human judgment is required for issuing instructions and assessing claims.",SENSE,READ,Pair,0.370897249,0.357591288,0.354293618,An AI data assistant that enables non-technical users to analyse datasets easily.,An AI-powered solution that streamlines document handling and verification.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"Identify and evaluate potential project risks, providing recommendations for mitigation strategies.",Monitor and analyze project cashflows to ensure alignment with budgetary constraints and financial objectives.,"Support the issuance of instructions and conduct assessments of variations, payments, and claims to ensure compliance with project requirements.",0.8
130,Land Transport Authority,Engineering,"[LTA-RLE&M] EXECUTIVE / PROJECT ENGINEER, CONTROL","You will collaborate with various parties, i.e. contractors, designers, architects, stakeholders and appointed Railway Operators to ensure that the projects are well coordinated.",20,Medium,"AI can facilitate communication and coordination through collaboration tools, but human interaction is essential for stakeholder management.",Pair,AIBots,READ,0.388931027,0.358477869,0.345447843,A suite of AI tools designed to help public officers enhance productivity using LLMs.,A platform that allows users to quickly and easily create RAG-powered AI chatbots.,An AI-powered solution that streamlines document handling and verification.,"Facilitate regular meetings and discussions with contractors, designers, architects, stakeholders, and Railway Operators to align project objectives and timelines.","Coordinate and communicate project requirements, updates, and changes to all involved parties to ensure seamless integration of efforts.",Monitor and address any inter-party issues or conflicts to maintain smooth project coordination and progress.,0.8
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Diploma in Electrical / Electronics / Communications Engineering / Mechanical / Computer Engineering,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Good communication skills with some knowledge of slides presentation and report writing,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Good inter-personal skills,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","Team player with initiatives and who is analytical, resourceful and result-oriented",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","Good appreciation of the constraints and interface requirements of civil, trackwork, electrical and mechanical works will be an advantage",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Experience in the construction of underground MRT stations will be an advantage,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Able to perform shift work including weekends and public holidays,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Those with strong relevant years of experience in railway system will be considered for senior positions,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR",Those without working experience are welcome to apply,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","As part of the shortlisting process for the role, you may be required to complete a medical declaration and / or undergo further assessment",0,NA,This is not a task,,,,,,,,,,,,,0.9
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","You are required to work closely as a team to assist the engineers/managers in managing documentation submission, reviewing system design, supervising installation, witnessing testing and commissioning of the railway Signalling and Platform Screen Doors systems on new MRT lines as well as enhancement and upgrading works of existing MRT lines in accordance with the specified requirements.",60,High,"Tasks such as managing documentation submission, reviewing system design, and supervising installation can be partially automated using AI tools for document management, design validation, and installation monitoring. However, witnessing testing and commissioning requires human oversight, reducing full automation potential.",READ,AISAY,Pair,0.402355687,0.392185502,0.380289577,An AI-powered solution that streamlines document handling and verification.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",A suite of AI tools designed to help public officers enhance productivity using LLMs.,Coordinate with team members to ensure timely submission and proper management of documentation related to railway systems.,Assist in reviewing system design to ensure compliance with specified requirements for new and existing MRT lines.,"Support engineers/managers in supervising installation, testing, and commissioning activities for railway Signalling and Platform Screen Doors systems.",0.8
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","You will assist to manage the safety, quality, progress and environmental impact of the Contractors' works. You will liaise with various parties, such as other project teams, system wide and civil contractors, designers, architects, stakeholders and appointed Railway Operator to ensure that the projects are well coordinated and that various new core systems are implemented to the existing systems without compromising Safety and performance of the systems and without affecting railway operations.",40,Medium,"AI can assist in monitoring safety, quality, and progress through predictive analytics and automated reporting tools. However, liaising with various parties and ensuring coordination requires human judgment and interpersonal skills, limiting full automation potential.",Pair,SENSE,AISAY,0.374627507,0.373783052,0.343679329,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.","Monitor and evaluate contractors' works to ensure compliance with safety, quality, and environmental standards.","Coordinate with project teams, contractors, designers, architects, stakeholders, and the Railway Operator to ensure seamless integration of new core systems with existing systems.",Assess and mitigate risks to ensure railway operations are not disrupted during project implementation.,0.8
131,Land Transport Authority,Engineering,"[LTA-RLE&M] ASSISTANT PROJECT ENGINEER,SIGNALLING & PLATFORM SCREENDOOR","You will have an opportunity to work on Un-manned Communication Based Train Control (CBTC) signalling system which includes : Automatic Train Control (ATC), Automatic Train Protection (ATP), Automatic Train Operation (ATO), Data & Network Communication (DCS) and Computer-based Interlocking (CBI) Systems.",70,High,"AI can be highly integrated into the operation and monitoring of CBTC systems, including ATC, ATP, ATO, DCS, and CBI systems, as these systems rely heavily on automation and data-driven decision-making.",MAESTRO,AISAY,Land Transport DataMall,0.332363495,0.332046205,0.327722515,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",Offers transport-related datasets and APIs to support public-private collaboration.,"Analyze and design the functional requirements for the CBTC signalling system components, including ATC, ATP, ATO, DCS, and CBI systems.",Collaborate with stakeholders to ensure seamless integration and interoperability of the CBTC system components.,Conduct testing and validation of the CBTC system to ensure compliance with safety and operational standards.,0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT",At least 4 years of working experience,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT",Knowledge or experience in strategic thinking will be an advantage,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT",Highly adaptable team player who is able to work independently and multi-task in a dynamic and fast environment,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","Self-motivated, astute, meticulous and resourceful to produce innovative solutions to address a range of system and operations matters",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","Excellent written, communication and interpersonal skill",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","You will be in the team that oversees the development of taxi, private hire cars, public and private hire bus drivers.",30,Medium,"While AI can assist in tracking and analyzing driver development data, human oversight is required for strategic planning and interpersonal collaboration.",SENSE,Land Transport DataMall,Pair,0.385677237,0.385149192,0.365240393,An AI data assistant that enables non-technical users to analyse datasets easily.,Offers transport-related datasets and APIs to support public-private collaboration.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,"Monitor and evaluate the training programs for taxi, private hire cars, public and private hire bus drivers to ensure they meet regulatory standards.",Collaborate with stakeholders to identify areas for improvement in driver development and implement necessary changes.,Develop policies and guidelines to support the professional growth and safety compliance of drivers.,0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","You will play a vital role in developing new Vocational Licence (VL) policy measures and, managing VL training and testing operations.",40,Medium,"AI can assist in analyzing data and generating policy recommendations, but human expertise is needed for policy creation and operational management.",Pair,SENSE,Video Analytics System,0.405138408,0.366114964,0.353075775,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,Video Analytics System (VAS) enables government agencies to swiftly and effectively develop video analytics tools.,Conduct research and analysis to identify gaps and opportunities for new Vocational Licence policy measures.,"Develop and draft policy proposals for Vocational Licence measures, ensuring alignment with regulatory and operational requirements.",Oversee the planning and execution of Vocational Licence training and testing operations to ensure compliance and effectiveness.,0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT",You will also oversee the routine audits on the appointed providers.,60,High,"AI can automate routine audits by analyzing compliance data and flagging discrepancies, but human intervention is required for final decision-making and complex cases.",READ,AISAY,SENSE,0.39394198,0.358552848,0.351625259,An AI-powered solution that streamlines document handling and verification.,"An AI document reader that autonomously detects, extracts, and integrates information from various documents into systems.",An AI data assistant that enables non-technical users to analyse datasets easily.,Develop a schedule and plan for conducting routine audits on appointed providers.,Coordinate with relevant stakeholders to ensure audit readiness and compliance.,Review and document findings from audits to ensure adherence to standards and regulations.,0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","Working in a dynamic environment, you will collaborate with training and testing providers, Government agencies, associations, and Street-Hail and Ride-Hail operators to routinely review and update LTAâ€™s VL training curriculum and test bank.",35,Medium,"AI can assist in analyzing feedback and suggesting updates to the curriculum, but collaboration and decision-making require human input.",Pair,Land Transport DataMall,SENSE,0.420549771,0.365918753,0.364237265,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Offers transport-related datasets and APIs to support public-private collaboration.,An AI data assistant that enables non-technical users to analyse datasets easily.,"Coordinate with training and testing providers, Government agencies, associations, and operators to gather feedback on the current VL training curriculum and test bank.",Analyze feedback and identify areas for improvement or updates in the VL training curriculum and test bank.,Develop and implement revised versions of the VL training curriculum and test bank based on the analysis and stakeholder input.,0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT",You will be required to develop competency of your officers as well as to plan and execute contingency plans to ensure operational continuity.,25,Medium,"AI can assist in competency tracking and scenario planning, but execution and training require human involvement.",Pair,MAESTRO,SENSE,0.41144407,0.38615474,0.316234304,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI/ML Ops platform that helps agencies productionise use cases and automate workflows securely.,An AI data assistant that enables non-technical users to analyse datasets easily.,Identify skill gaps and training needs of officers to enhance their competency.,Develop and implement training programs or initiatives to address identified gaps.,"Draft, review, and execute contingency plans to ensure seamless operational continuity during disruptions.",0.8
132,Land Transport Authority,Training and Development,"[LTA-PT] DEPUTY / ASSISTANT MANAGER, DRIVER DEVELOPMENT","Working in a robust environment, you will review and develop VL-related legislation and policies to ensure the licensing regime is able to support the manpower needs and changing industry dynamics of bus and point-to-point transport sectors.",30,Medium,"AI can assist in analyzing industry trends and providing insights for policy development, but human expertise is essential for legislative drafting and stakeholder engagement.",Pair,Optimal Government Rule Engine (OGRE),Land Transport DataMall,0.435249105,0.374385248,0.350423469,A suite of AI tools designed to help public officers enhance productivity using LLMs.,Transforms policy rules into business logic that powers technology systems.,Offers transport-related datasets and APIs to support public-private collaboration.,Analyze existing VL-related legislation and policies to identify gaps and areas for improvement.,Engage stakeholders to gather insights on manpower needs and industry dynamics in the bus and point-to-point transport sectors.,Draft and propose updates to the licensing regime to address identified gaps and align with industry changes.,0.8
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","The LTAA is a division within the Learning Office, under the Land Transport Authority. The Academyâ€™s vision is to be a leading global institution on land transport, with a mission to share Singapore's experience and expertise and deliver competency-based training to uplift the competency of LTA officers and the relevant industries.",0,NA,This is not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","The Manager/ Deputy Manager, LTA Programme position resides within the Academyâ€™s Programmeâ€™s team, established to lead the development of training interventions for LTAâ€™s competency frameworks, with strong oversight and management of programmes.",0,NA,This is not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME",You will also play a key role in adopting learner-centric models of teaching/learning using pedagogy and andragogy learning design techniques.,30,Medium,"AI can assist in designing learner-centric models and generating learning materials using pedagogy and andragogy techniques, but human expertise is required for customization and implementation.",Pair,SENSE,GovText,0.329498396,0.319437561,0.290952696,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI data assistant that enables non-technical users to analyse datasets easily.,GovText accelerates text-related multimodal AI adoption across government by providing reusable platform services and products.,Research and analyze learner needs to identify suitable teaching and learning approaches.,Develop and implement learning design techniques that align with pedagogy and andragogy principles.,Evaluate the effectiveness of learner-centric models and refine strategies based on feedback.,0.8
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME",Knowledge in adult education with a minimum of 5 yearsâ€™ experience in instructional design. Those who have experience working in a training environment such as a training academy will be preferred.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","Well-grounded in the theory and practice of training and development, such as implementing technical competency frameworks - experience in managing the whole training spectrum from programme development to programme delivery and evaluation. Candidate should also have some basic case-writing skills.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME",ACTA certification or equivalent professional qualifications will be advantageous.,0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME","Some prior knowledge of Singapore's transport policies, regulation and LTA's functions will be preferred.",0,NA,This is a job requirement not a task,,,,,,,,,,,,,0.9
133,Land Transport Authority,Training and Development,"[LTA-LO] DEPUTY MANAGER, LTA PROGRAMME",Able to customize and deliver training to various levels of participants.,25,Medium,"AI can assist in customizing training materials for different participant levels, but human involvement is needed for delivery and interaction.",SENSE,Pair,VICA,0.398445574,0.362615158,0.356068629,An AI data assistant that enables non-technical users to analyse datasets easily.,A suite of AI tools designed to help public officers enhance productivity using LLMs.,An AI-driven platform for creating user-friendly chatbots for citizen services.,Identify training needs and objectives for different levels of participants.,Develop tailored training materials and content to suit the specific needs of each participant group.,Conduct training sessions and adapt delivery methods to ensure effective engagement and learning outcomes.,0.8
